,LHipAngleZ,LKneeAngleZ,LAnkleAngleZ,RHipAngleZ,RKneeAngleZ,RAnkleAngleZ
69,7.45188,57.1437,-10.4602,6.59178,52.8274,-8.94225
70,9.51404,59.0605,-9.25085,8.4928,54.5799,-7.99891
71,11.6265,60.5447,-8.01399,10.4417,55.9522,-7.05272
72,13.7601,61.6536,-6.83337,12.4136,56.9738,-6.07613
73,15.8603,62.4239,-5.69048,14.3802,57.667,-5.06535
74,17.8649,62.8589,-4.54908,16.311,58.0454,-4.04266
75,19.7257,62.9444,-3.40092,18.173,58.1117,-3.04103
76,21.4186,62.6619,-2.26901,19.9336,57.8564,-2.09322
77,22.943,61.9946,-1.18759,21.5668,57.2624,-1.22878
78,24.3152,60.9303,-0.185509,23.0584,56.3118,-0.471036
79,25.556,59.4623,0.71641,24.4054,54.9923,0.16763
80,26.6777,57.5872,1.50158,25.6102,53.3007,0.688811
81,27.6799,55.3063,2.15672,26.6758,51.2419,1.10809
82,28.5543,52.6299,2.67275,27.6036,48.8282,1.44834
83,29.2902,49.5757,3.04444,28.3964,46.0776,1.73022
84,29.8806,46.1676,3.26722,29.0607,43.0128,1.96613
85,30.324,42.4372,3.33208,29.6058,39.6628,2.15421
86,30.623,38.4269,3.22641,30.0402,36.0636,2.27296
87,30.7824,34.1911,2.94693,30.3678,32.2572,2.28947
88,30.8082,29.7991,2.51505,30.5863,28.2913,2.18529
89,30.7079,25.3351,1.98176,30.6871,24.2185,1.98078
90,30.4927,20.8943,1.41085,30.6578,20.0965,1.71739
91,30.1809,16.5785,0.852143,30.4874,15.9902,1.40699
92,29.8007,12.4987,0.334526,30.1777,11.9832,1.01836
93,29.3919,8.77852,-0.113166,29.757,8.19343,0.521295
94,29.0031,5.55096,-0.443086,29.2835,4.78005,-0.0552839
95,28.6813,2.94039,-0.603686,28.8312,1.92474,-0.609497
96,28.4551,1.03505,-0.576329,28.4606,-0.213841,-1.01762
97,28.3225,-0.134191,-0.394575,28.1959,-1.54598,-1.20255
98,28.2551,-0.593061,-0.133669,28.0234,-2.06439,-1.16609
99,28.2151,-0.411054,0.101455,27.9084,-1.83265,-0.989367
100,28.17,0.298253,0.162969,27.8155,-0.983864,-0.855596
0,30.581,-0.0619182,1.69104,31.2375,-0.651834,-0.465111
1,30.5717,1.10919,1.24227,31.094,0.436028,-0.809498
2,30.5281,2.35898,-0.00610214,30.9142,1.60639,-2.17749
3,30.4421,3.46251,-2.10315,30.6807,2.54964,-4.79411
4,30.3068,4.36904,-4.55888,30.3712,3.154,-8.11912
5,30.1275,5.28661,-6.53613,29.988,3.69158,-10.8843
6,29.9389,6.52551,-7.44631,29.6018,4.65858,-12.0106
7,29.7925,8.24869,-7.22262,29.3358,6.39921,-11.4266
8,29.6973,10.3549,-6.19227,29.2602,8.87999,-9.80351
9,29.5718,12.5305,-4.76812,29.2924,11.6918,-7.82211
10,29.2696,14.3872,-3.24707,29.2203,14.2486,-5.8927
11,28.6566,15.6254,-1.80012,28.822,16.0755,-4.1962
12,27.6777,16.1406,-0.500662,27.979,16.9831,-2.77229
13,26.377,16.0101,0.633003,26.7211,17.0502,-1.59106
14,24.8698,15.4118,1.60168,25.1852,16.5016,-0.597793
15,23.2908,14.5498,2.41607,23.5352,15.5895,0.253728
16,21.7484,13.6078,3.09818,21.9076,14.5339,0.99017
17,20.3035,12.7264,3.6853,20.3978,13.5113,1.63619
18,18.9704,11.984,4.22244,19.0592,12.6428,2.22541
19,17.7352,11.3961,4.74819,17.9001,11.9693,2.79023
20,16.5818,10.936,5.28653,16.8866,11.4467,3.34875
21,15.5046,10.5543,5.84221,15.9626,10.9807,3.8991
22,14.5012,10.188,6.39985,15.075,10.4782,4.42216
23,13.5573,9.76645,6.92927,14.1874,9.88076,4.89413
24,12.6397,9.22443,7.39829,13.2789,9.1704,5.29984
25,11.7051,8.52341,7.78864,12.3365,8.3599,5.63789
26,10.7161,7.66539,8.10278,11.3498,7.47811,5.91925
27,9.65418,6.68659,8.35811,10.3136,6.55883,6.16303
28,8.5224,5.63769,8.5776,9.23328,5.63517,6.39197
29,7.34117,4.56735,8.78232,8.12421,4.73385,6.6289
30,6.13864,3.51742,8.98974,7.00617,3.86875,6.89049
31,4.94326,2.52323,9.21463,5.89582,3.04006,7.1803
32,3.77914,1.61615,9.46935,4.80432,2.2448,7.49101
33,2.6659,0.826499,9.76279,3.73973,1.49113,7.81424
34,1.62116,0.182288,10.1021,2.70932,0.80195,8.15142
35,0.659005,-0.297983,10.4946,1.71813,0.205024,8.51193
36,-0.217235,-0.614293,10.9444,0.766974,-0.27791,8.90099
37,-1.02107,-0.786675,11.4465,-0.147739,-0.635423,9.31412
38,-1.77989,-0.846949,11.9868,-1.03394,-0.866607,9.74311
39,-2.52581,-0.826838,12.5469,-1.90446,-0.980124,10.1831
40,-3.28654,-0.746146,13.1124,-2.77648,-0.991698,10.6313
41,-4.07861,-0.607131,13.677,-3.66719,-0.917793,11.0833
42,-4.90414,-0.40038,14.2376,-4.58451,-0.768018,11.5327
43,-5.75247,-0.114856,14.7887,-5.52065,-0.543131,11.9701
44,-6.60401,0.257344,15.3185,-6.4563,-0.240779,12.3811
45,-7.43438,0.720422,15.8099,-7.36775,0.139062,12.747
46,-8.21882,1.27763,16.2393,-8.23176,0.594245,13.0457
47,-8.9374,1.93635,16.5796,-9.02888,1.12549,13.252
48,-9.5768,2.71005,16.8038,-9.74526,1.74265,13.3398
49,-10.1309,3.61956,16.8884,-10.3717,2.46885,13.2836
50,-10.5993,4.69206,16.8128,-10.8976,3.34206,13.0587
51,-10.9789,5.95756,16.5559,-11.3037,4.41315,12.6436
52,-11.2552,7.44587,16.0894,-11.563,5.73746,12.0161
53,-11.4061,9.18467,15.3699,-11.6537,7.36208,11.1486
54,-11.4195,11.1957,14.339,-11.5732,9.31807,10.0122
55,-11.3014,13.4924,12.9317,-11.3362,11.6202,8.57987
56,-11.0603,16.0826,11.0812,-10.9596,14.2669,6.8162
57,-10.6946,18.9641,8.71914,-10.4513,17.2334,4.66009
58,-10.1978,22.1143,5.79699,-9.81057,20.4609,2.02365
59,-9.56308,25.4863,2.33424,-9.03706,23.8539,-1.15238
60,-8.77757,29.0173,-1.51927,-8.13749,27.3007,-4.79384
61,-7.82131,32.6452,-5.45624,-7.12207,30.716,-8.61232
62,-6.67751,36.3201,-9.08734,-5.99439,34.0758,-12.1548
63,-5.34067,40.0039,-12.0933,-4.74769,37.4056,-15.0022
64,-3.81742,43.6513,-14.2922,-3.37005,40.7268,-16.9215
65,-2.12395,47.1899,-15.5642,-1.85248,44.0083,-17.8258
66,-0.281938,50.5149,-15.824,-0.194522,47.1574,-17.7319
67,1.68704,53.5059,-15.1421,1.59344,50.0416,-16.8374
68,3.76792,56.067,-13.8169,3.49191,52.5383,-15.5069
69,5.95462,58.1698,-12.2333,5.47924,54.5978,-14.0772
70,8.24024,59.8555,-10.6468,7.53685,56.2515,-12.7058
71,10.6007,61.1862,-9.1153,9.64936,57.555,-11.3908
72,12.9879,62.1921,-7.58323,11.8003,58.5462,-10.0655
73,15.3388,62.8659,-5.98947,13.966,59.2395,-8.67606
74,17.593,63.1836,-4.32998,16.1114,59.6319,-7.22265
75,19.7047,63.1215,-2.66117,18.1935,59.7088,-5.75429
76,21.6453,62.6617,-1.06441,20.1693,59.452,-4.34034
77,23.402,61.7924,0.388536,22.0055,58.8457,-3.0449
78,24.9748,60.5083,1.64916,23.6833,57.8775,-1.91152
79,26.3721,58.8092,2.69168,25.1979,56.5405,-0.958028
80,27.6056,56.6998,3.50872,26.5539,54.8333,-0.182136
81,28.6869,54.1915,4.10894,27.7612,52.7622,0.430573
82,29.6259,51.3051,4.51286,28.8308,50.3413,0.901466
83,30.4301,48.0678,4.74347,29.7746,47.5903,1.25426
84,31.1053,44.5116,4.81695,30.6059,44.5327,1.50963
85,31.6538,40.6724,4.73861,31.3382,41.1957,1.67787
86,32.073,36.592,4.50824,31.9791,37.6104,1.75544
87,32.3565,32.3222,4.13372,32.5239,33.8116,1.73166
88,32.4975,27.9266,3.64678,32.9577,29.8387,1.60744
89,32.4963,23.4808,3.10778,33.2617,25.7394,1.40577
90,32.3647,19.0729,2.58462,33.4186,21.5724,1.15684
91,32.1233,14.805,2.11571,33.4186,17.4075,0.872335
92,31.8027,10.7925,1.69695,33.2669,13.3317,0.534574
93,31.4476,7.16379,1.31846,32.9896,9.46064,0.118422
94,31.1121,4.05642,1.01044,32.6367,5.94904,-0.357104
95,30.8455,1.59911,0.838429,32.2751,2.97949,-0.799579
96,30.6755,-0.121177,0.851477,31.965,0.718903,-1.08506
97,30.5984,-1.08516,1.03922,31.7341,-0.735662,-1.13361
98,30.5861,-1.33759,1.33064,31.5726,-1.3798,-0.952012
99,30.602,-0.966126,1.60141,31.4473,-1.28809,-0.646632
100,30.6148,-0.0968082,1.65318,31.3221,-0.601252,-0.460774
0,33.9233,0.589492,2.58117,34.867,0.348413,0.00145
1,33.9173,1.48805,2.01356,34.7199,1.1455,-0.176103
2,33.83,2.51667,0.409819,34.5313,2.16868,-1.31525
3,33.6788,3.54759,-2.28073,34.32,3.19483,-3.7506
4,33.501,4.57312,-5.4363,34.1045,4.08264,-7.18481
5,33.3426,5.76101,-7.91416,33.8948,4.93459,-10.4486
6,33.2489,7.35357,-8.85605,33.7167,6.11777,-12.2039
7,33.2454,9.46767,-8.24758,33.6304,8.00607,-12.011
8,33.2961,11.9706,-6.67395,33.6833,10.6744,-10.3963
9,33.2842,14.5154,-4.75693,33.8182,13.7956,-8.14608
10,33.0548,16.694,-2.87349,33.8525,16.7904,-5.84291
11,32.4834,18.2066,-1.1796,33.5623,19.1119,-3.78243
12,31.5258,18.9509,0.283647,32.8015,20.4733,-2.04575
13,30.2321,19.0064,1.51915,31.5708,20.8854,-0.609892
14,28.7192,18.5538,2.54838,29.996,20.5507,0.582222
15,27.1225,17.7963,3.40133,28.2522,19.7358,1.58791
16,25.5497,16.9117,4.11286,26.4957,18.6894,2.44648
17,24.0574,16.0343,4.72665,24.8339,17.6102,3.1849
18,22.6561,15.2457,5.29197,23.3241,16.6372,3.83478
19,21.3276,14.5707,5.85052,21.979,15.8365,4.43364
20,20.0481,13.9873,6.42462,20.7753,15.1907,5.0105
21,18.8057,13.4487,7.01215,19.6697,14.6173,5.57127
22,17.6023,12.8996,7.58938,18.6169,14.0154,6.09761
23,16.4434,12.2838,8.12139,17.5819,13.306,6.56097
24,15.324,11.549,8.57485,16.5418,12.449,6.93986
25,14.2229,10.6598,8.93069,15.4829,11.4431,7.22909
26,13.1099,9.61374,9.19156,14.3954,10.3184,7.43898
27,11.9575,8.4412,9.37826,13.2696,9.12199,7.58957
28,10.7488,7.1894,9.51939,12.094,7.89896,7.70401
29,9.47883,5.905,9.64112,10.8592,6.6788,7.80474
30,8.15275,4.62728,9.76281,9.56536,5.47502,7.91008
31,6.78324,3.39024,9.89872,8.22613,4.29663,8.0306
32,5.39049,2.22809,10.0599,6.8649,3.15768,8.16929
33,4.00343,1.17879,10.2554,5.50732,2.07967,8.32616
34,2.65736,0.281965,10.4957,4.17602,1.08959,8.50376
35,1.38637,-0.42924,10.7923,2.88718,0.215241,8.70756
36,0.212777,-0.939054,11.1534,1.64789,-0.520358,8.94168
37,-0.861887,-1.25471,11.5766,0.457298,-1.10328,9.20475
38,-1.85733,-1.40283,12.0482,-0.690655,-1.52918,9.49012
39,-2.80482,-1.41834,12.548,-1.80657,-1.80378,9.78869
40,-3.73326,-1.33235,13.0538,-2.9027,-1.94479,10.0894
41,-4.66067,-1.16582,13.5449,-3.98788,-1.97971,10.3765
42,-5.59314,-0.930052,14.0027,-5.06571,-1.93527,10.6306
43,-6.5262,-0.628749,14.4111,-6.13288,-1.82494,10.8345
44,-7.44637,-0.259446,14.7541,-7.1754,-1.64234,10.9752
45,-8.33382,0.185629,15.0152,-8.16928,-1.36498,11.0436
46,-9.16621,0.719861,15.178,-9.08785,-0.964985,11.0316
47,-9.92375,1.36319,15.2266,-9.90881,-0.4182,10.9295
48,-10.5936,2.14184,15.1434,-10.6179,0.294575,10.7263
49,-11.1699,3.08647,14.9096,-11.2069,1.19215,10.4128
50,-11.6477,4.22991,14.5078,-11.6697,2.29696,9.97821
51,-12.0147,5.60424,13.9246,-11.9969,3.63544,9.40556
52,-12.2461,7.23647,13.1436,-12.1722,5.23611,8.6672
53,-12.3119,9.14523,12.1293,-12.1765,7.12488,7.71842
54,-12.1972,11.3393,10.8149,-12.002,9.31755,6.49261
55,-11.9164,13.8174,9.1062,-11.6625,11.813,4.90469
56,-11.5012,16.5683,6.90322,-11.1857,14.5891,2.8613
57,-10.9781,19.5696,4.14188,-10.5988,17.6001,0.280751
58,-10.3592,22.7876,0.854153,-9.92084,20.7795,-2.85414
59,-9.64379,26.1809,-2.78138,-9.16005,24.0573,-6.42203
60,-8.82082,29.7098,-6.43478,-8.31329,27.3842,-10.1219
61,-7.86927,33.3409,-9.70356,-7.36633,30.7468,-13.5314
62,-6.76263,37.042,-12.258,-6.2957,34.1569,-16.2689
63,-5.47843,40.7639,-13.9235,-5.07349,37.6159,-18.1109
64,-4.00598,44.4196,-14.6467,-3.67467,41.0768,-18.9737
65,-2.34828,47.8808,-14.4831,-2.08445,44.4274,-18.9119
66,-0.519713,51.0071,-13.6464,-0.307181,47.5146,-18.1698
67,1.45933,53.699,-12.4711,1.63103,50.2134,-17.0993
68,3.56704,55.937,-11.2428,3.69244,52.4888,-15.965
69,5.78207,57.7679,-10.0609,5.84051,54.3789,-14.8535
70,8.08275,59.2525,-8.86281,8.04571,55.9349,-13.7275
71,10.443,60.4244,-7.54839,10.2853,57.1883,-12.517
72,12.8277,61.2859,-6.07649,12.5415,58.1508,-11.1822
73,15.1956,61.8211,-4.48164,14.8012,58.8196,-9.73509
74,17.5067,62.0086,-2.8401,17.0517,59.1841,-8.22635
75,19.7272,61.8291,-1.23459,19.2723,59.23,-6.72047
76,21.8282,61.2687,0.263801,21.4297,58.9416,-5.27774
77,23.7832,60.3195,1.60296,23.4836,58.302,-3.94718
78,25.5708,58.9804,2.75009,25.395,57.2974,-2.76488
79,27.1781,57.2578,3.68934,27.1332,55.9227,-1.75312
80,28.6028,55.1666,4.42212,28.6796,54.1847,-0.919103
81,29.8512,52.7302,4.96822,30.0285,52.1016,-0.254537
82,30.9338,49.977,5.35976,31.1856,49.6972,0.26269
83,31.863,46.9329,5.62672,32.1676,46.9963,0.661646
84,32.6519,43.6194,5.78266,33.0004,44.022,0.964911
85,33.311,40.058,5.82051,33.7126,40.797,1.177
86,33.8433,36.2772,5.72009,34.3279,37.3491,1.28381
87,34.2462,32.3183,5.46481,34.8568,33.7133,1.26548
88,34.5142,28.2353,5.06039,35.295,29.9316,1.11854
89,34.6445,24.0934,4.54304,35.6297,26.0559,0.869061
90,34.6446,19.969,3.96551,35.8501,22.1482,0.558001
91,34.5378,15.9497,3.37106,35.9534,18.276,0.216918
92,34.3575,12.1349,2.78597,35.9462,14.5114,-0.138331
93,34.1409,8.63768,2.24017,35.8457,10.941,-0.496123
94,33.9303,5.58324,1.78878,35.6818,7.67705,-0.828331
95,33.7707,3.09856,1.50961,35.4941,4.85524,-1.0757
96,33.6959,1.28528,1.46782,35.3214,2.61089,-1.16325
97,33.7117,0.185639,1.67185,35.1871,1.0429,-1.04101
98,33.7915,-0.233773,2.04889,35.0892,0.185722,-0.719852
99,33.8878,-0.0686253,2.43158,35.0026,0.00389933,-0.295882
100,33.9501,0.546494,2.53851,34.8943,0.399287,0.012625
0,34.9247,2.48456,3.43344,35.6171,2.20618,0.968977
1,34.9676,3.39955,2.99667,35.5024,3.0289,0.356286
2,34.8876,4.31823,1.63503,35.3168,3.91059,-1.2372
3,34.6828,5.14341,-0.704983,35.0784,4.73833,-3.8933
4,34.3937,5.90494,-3.57067,34.8238,5.51252,-7.08599
5,34.0883,6.78507,-6.05787,34.5926,6.4171,-9.72
6,33.8381,8.0349,-7.36044,34.4222,7.7672,-10.8511
7,33.6848,9.80095,-7.27018,34.3421,9.78994,-10.3494
8,33.6018,11.9971,-6.14539,34.3368,12.4159,-8.7467
9,33.482,14.3254,-4.53035,34.3111,15.2732,-6.69861
10,33.1802,16.4109,-2.83731,34.1089,17.865,-4.65824
11,32.579,17.9514,-1.26432,33.572,19.7821,-2.82489
12,31.6311,18.8051,0.129242,32.6111,20.829,-1.24628
13,30.3677,18.9936,1.33468,31.2485,21.0358,0.08627
14,28.8787,18.648,2.35771,29.6005,20.5818,1.20282
15,27.2767,17.9405,3.21431,27.8175,19.6941,2.14028
16,25.6627,17.0319,3.92987,26.029,18.5764,2.92956
17,24.1003,16.0462,4.53888,24.318,17.3816,3.59509
18,22.6112,15.066,5.08142,22.72,16.2094,4.16206
19,21.1855,14.1334,5.59361,21.2349,15.1076,4.65682
20,19.8008,13.255,6.09864,19.8434,14.0768,5.10052
21,18.4393,12.4122,6.60287,18.5197,13.0793,5.50279
22,17.0968,11.5729,7.09588,17.2386,12.0559,5.85934
23,15.7795,10.6982,7.55422,15.9788,10.9464,6.15532
24,14.4943,9.74491,7.94898,14.7261,9.70762,6.37399
25,13.2417,8.67391,8.25557,13.475,8.32593,6.50533
26,12.0137,7.46418,8.46377,12.228,6.81995,6.55043
27,10.7968,6.12385,8.5832,10.9912,5.23443,6.52325
28,9.57805,4.68885,8.63921,9.76813,3.62807,6.44979
29,8.34889,3.21111,8.66172,8.55763,2.06129,6.36247
30,7.10609,1.74531,8.67627,7.35374,0.586035,6.29042
31,5.85068,0.339953,8.70161,6.14726,-0.761108,6.25159
32,4.58644,-0.965367,8.75104,4.92945,-1.96121,6.25268
33,3.31909,-2.13837,8.83497,3.69524,-3.01071,6.29539
34,2.05628,-3.15164,8.96343,2.44588,-3.91351,6.38189
35,0.807305,-3.98128,9.146,1.18773,-4.67173,6.51451
36,-0.418359,-4.60734,9.38882,-0.0705515,-5.2802,6.69327
37,-1.61314,-5.01673,9.69095,-1.32135,-5.72735,6.91404
38,-2.77344,-5.20785,10.0423,-2.56002,-6.00138,7.16773
39,-3.9007,-5.19343,10.4255,-3.78341,-6.09817,7.44057
40,-4.99867,-4.99829,10.82,-4.9872,-6.02677,7.71543
41,-6.06826,-4.65183,11.2028,-6.16554,-5.80903,7.97264
42,-7.1051,-4.18159,11.5491,-7.31083,-5.47227,8.19096
43,-8.1005,-3.60988,11.8335,-8.40831,-5.0376,8.34905
44,-9.04358,-2.95124,12.0327,-9.43384,-4.51091,8.42889
45,-9.9226,-2.20999,12.1262,-10.3597,-3.88169,8.41938
46,-10.7252,-1.37877,12.0982,-11.1623,-3.12727,8.31709
47,-11.4373,-0.437894,11.9394,-11.825,-2.21847,8.12349
48,-12.0424,0.643557,11.6475,-12.3371,-1.12493,7.83986
49,-12.5232,1.90435,11.2258,-12.6899,0.18058,7.46122
50,-12.8627,3.3845,10.6761,-12.877,1.71857,6.96904
51,-13.0455,5.1172,9.98773,-12.8949,3.50144,6.32434
52,-13.0568,7.12287,9.12419,-12.7446,5.53406,5.46547
53,-12.8854,9.40686,8.00997,-12.4336,7.81382,4.31089
54,-12.5331,11.9592,6.53054,-11.9808,10.3284,2.76751
55,-12.0264,14.7569,4.56191,-11.4172,13.0539,0.749912
56,-11.4109,17.7705,2.0306,-10.7774,15.9583,-1.78555
57,-10.7315,20.9739,-1.01921,-10.0874,19.0099,-4.79347
58,-10.0121,24.3499,-4.37981,-9.35738,22.1859,-8.09359
59,-9.246,27.8882,-7.68577,-8.5798,25.4806,-11.363
60,-8.40289,31.5733,-10.5075,-7.73093,28.9012,-14.2071
61,-7.44533,35.3703,-12.513,-6.77514,32.4477,-16.3027
62,-6.34203,39.2132,-13.5842,-5.67446,36.0854,-17.5156
63,-5.06963,42.9988,-13.8141,-4.39936,39.7273,-17.9081
64,-3.60992,46.5942,-13.432,-2.93537,43.2381,-17.6856
65,-1.95115,49.8664,-12.7168,-1.28407,46.4679,-17.1203
66,-0.0932987,52.7233,-11.8938,0.539881,49.3051,-16.432
67,1.94734,55.1358,-11.0565,2.51152,51.7068,-15.7051
68,4.13802,57.1214,-10.1807,4.59901,53.6842,-14.9157
69,6.43528,58.7132,-9.20369,6.76797,55.2712,-14.0078
70,8.79493,59.9394,-8.08408,8.98803,56.5052,-12.9365
71,11.1805,60.8172,-6.81309,11.2376,57.4168,-11.6813
72,13.564,61.3531,-5.40666,13.5025,58.0244,-10.2516
73,15.9217,61.5462,-3.89987,15.7705,58.3334,-8.6848
74,18.2319,61.3914,-2.34445,18.0287,58.3403,-7.04068
75,20.4748,60.8828,-0.803677,20.2618,58.0358,-5.3917
76,22.6343,60.0166,0.656816,22.449,57.4074,-3.81194
77,24.6959,58.7933,1.97958,24.5628,56.4419,-2.36708
78,26.6437,57.219,3.12332,26.5714,55.1308,-1.10624
79,28.4583,55.3066,4.06638,28.4431,53.4754,-0.05603
80,30.1177,53.0747,4.80581,30.1504,51.4882,0.781968
81,31.6,50.5452,5.35264,31.6751,49.1909,1.42808
82,32.8886,47.7406,5.72371,33.0092,46.6093,1.91458
83,33.9756,44.6826,5.93199,34.1524,43.7689,2.27181
84,34.861,41.3923,5.97945,35.1085,40.6941,2.51453
85,35.5503,37.8942,5.85925,35.8826,37.4111,2.63807
86,36.0503,34.2213,5.56902,36.4802,33.9511,2.63037
87,36.3677,30.418,5.12772,36.9062,30.3531,2.49424
88,36.5103,26.5405,4.58534,37.1664,26.6646,2.26218
89,36.4915,22.6551,4.0143,37.2703,22.9429,1.98717
90,36.3338,18.8357,3.47971,37.2351,19.2532,1.71542
91,36.0682,15.162,3.01186,37.0864,15.6678,1.46428
92,35.7315,11.7202,2.609,36.8571,12.2697,1.22063
93,35.3677,8.60653,2.26896,36.5841,9.15718,0.964133
94,35.0266,5.92945,2.01872,36.3071,6.4438,0.702082
95,34.7577,3.80112,1.91421,36.0643,4.24629,0.485508
96,34.5996,2.31418,2.01027,35.8845,2.65967,0.389994
97,34.5665,1.50923,2.31943,35.7769,1.72791,0.469316
98,34.6399,1.351,2.77896,35.7263,1.42479,0.702696
99,34.7697,1.72601,3.22804,35.6953,1.65384,0.952969
100,34.887,2.46418,3.40038,35.6373,2.26718,0.950206
0,32.674,0.686813,4.3399,33.1666,-0.200202,2.67315
1,32.6073,1.64343,3.99579,33.0248,0.686199,2.00793
2,32.4595,2.55583,2.82429,32.8402,1.61094,0.435941
3,32.2079,3.3177,0.720935,32.591,2.4446,-2.14936
4,31.869,3.93799,-2.02874,32.2787,3.15791,-5.3968
5,31.4922,4.56171,-4.7136,31.9239,3.87016,-8.45994
6,31.1401,5.42564,-6.54802,31.561,4.83433,-10.4215
7,30.8644,6.73562,-7.15602,31.2313,6.30671,-10.8702
8,30.6761,8.53652,-6.67926,30.9609,8.37588,-10.0188
9,30.519,10.6657,-5.51176,30.7264,10.881,-8.37848
10,30.2772,12.8126,-4.02389,30.4414,13.4674,-6.43572
11,29.8225,14.6376,-2.46178,29.982,15.7309,-4.51428
12,29.0692,15.8885,-0.965977,29.2359,17.3626,-2.77469
13,28.0043,16.4655,0.388511,28.1507,18.2298,-1.27226
14,26.6836,16.4148,1.56542,26.7557,18.3726,-0.0081325
15,25.2007,15.8766,2.55581,25.1429,17.9397,1.04375
16,23.6503,15.0225,3.37278,23.4256,17.1122,1.9184
17,22.1009,14.007,4.0454,21.7019,16.0503,2.64645
18,20.5869,12.9431,4.6117,20.0348,14.873,3.25179
19,19.1155,11.8956,5.10967,18.4523,13.6574,3.75527
20,17.6802,10.8875,5.56756,16.9592,12.4452,4.17653
21,16.2738,9.91268,5.99938,15.5518,11.2496,4.53253
22,14.8961,8.95043,6.40602,14.2251,10.0615,4.83523
23,13.5534,7.97487,6.7788,12.9719,8.85591,5.08868
24,12.2548,6.95832,7.10311,11.7826,7.60053,5.28732
25,11.0064,5.87157,7.36227,10.6469,6.26715,5.41887
26,9.80723,4.6875,7.54283,9.55571,4.84288,5.47277
27,8.64982,3.39112,7.64127,8.50351,3.33762,5.44916
28,7.52341,1.99151,7.66788,7.48786,1.7851,5.3625
29,6.41829,0.526005,7.64501,6.50689,0.237213,5.23877
30,5.32857,-0.946381,7.60118,5.55539,-1.24631,5.10791
31,4.25285,-2.35682,7.56459,4.62192,-2.60965,4.99546
32,3.1924,-3.6385,7.55916,3.68979,-3.81075,4.91723
33,2.14774,-4.73653,7.60331,2.74115,-4.82659,4.87915
34,1.11559,-5.61447,7.70844,1.7609,-5.65264,4.8801
35,0.0878572,-6.25634,7.87675,0.738826,-6.29751,4.91468
36,-0.946089,-6.66339,8.10098,-0.329634,-6.77482,4.97632
37,-1.9951,-6.84713,8.36761,-1.44368,-7.09518,5.05978
38,-3.06305,-6.8235,8.66071,-2.59832,-7.26225,5.16036
39,-4.14848,-6.61062,8.96321,-3.78613,-7.27406,5.27083
40,-5.24582,-6.22899,9.25563,-4.99755,-7.12823,5.37918
41,-6.3456,-5.70103,9.51501,-6.2191,-6.82703,5.46807
42,-7.4335,-5.04833,9.7154,-7.43127,-6.37814,5.51625
43,-8.4909,-4.2874,9.83033,-8.60729,-5.7901,5.50253
44,-9.49783,-3.42608,9.83714,-9.71432,-5.06583,5.41051
45,-10.4357,-2.4616,9.72049,-10.7176,-4.19919,5.23204
46,-11.2863,-1.3803,9.47339,-11.5858,-3.17623,4.96803
47,-12.0288,-0.158893,9.09598,-12.2942,-1.97885,4.62537
48,-12.6371,1.23285,8.59231,-12.8254,-0.587793,4.20977
49,-13.0814,2.82828,7.96442,-13.166,1.01515,3.71594
50,-13.3345,4.65854,7.20271,-13.3045,2.84466,3.11808
51,-13.3782,6.74667,6.27453,-13.2326,4.90859,2.36394
52,-13.2058,9.10273,5.11535,-12.9507,7.20525,1.37455
53,-12.823,11.7215,3.63173,-12.4716,9.72255,0.0523036
54,-12.2519,14.5833,1.72665,-11.8234,12.4392,-1.69706
55,-11.5359,17.6581,-0.651527,-11.0486,15.3287,-3.92398
56,-10.7353,20.914,-3.45194,-10.1971,18.3668,-6.58406
57,-9.90989,24.3261,-6.48229,-9.31289,21.5387,-9.50181
58,-9.09645,27.8764,-9.42124,-8.42153,24.8398,-12.3808
59,-8.29565,31.5424,-11.9026,-7.52557,28.2669,-14.8772
60,-7.47702,35.2855,-13.6429,-6.60731,31.8031,-16.7203
61,-6.5962,39.0448,-14.5337,-5.63387,35.4065,-17.802
62,-5.61054,42.7358,-14.6504,-4.5625,39.0043,-18.1773
63,-4.48457,46.2546,-14.1964,-3.34762,42.4944,-18.0098
64,-3.18819,49.495,-13.4236,-1.95177,45.7606,-17.5095
65,-1.69585,52.3754,-12.5436,-0.356595,48.7032,-16.8568
66,0.00833944,54.8549,-11.6635,1.43136,51.2615,-16.1475
67,1.9204,56.9264,-10.7886,3.38328,53.4141,-15.3986
68,4.00991,58.5982,-9.87681,5.45637,55.1664,-14.5856
69,6.22592,59.8828,-8.88556,7.60431,56.5368,-13.67
70,8.51386,60.7935,-7.78778,9.78771,57.5486,-12.6138
71,10.8313,61.3439,-6.57274,11.9804,58.2244,-11.3917
72,13.1527,61.5465,-5.24621,14.1686,58.5831,-10.0012
73,15.4642,61.4113,-3.83152,16.3454,58.6388,-8.46739
74,17.7555,60.9455,-2.3683,18.5054,58.3994,-6.83971
75,20.0155,60.1544,-0.907046,20.6419,57.8669,-5.18383
76,22.2301,59.0429,0.499471,22.7466,57.039,-3.57031
77,24.3831,57.6174,1.80515,24.8084,55.9122,-2.06326
78,26.4566,55.8867,2.97734,26.8113,54.4853,-0.711223
79,28.4297,53.8627,3.99971,28.7338,52.7616,0.457714
80,30.2778,51.559,4.87,30.5487,50.7482,1.43678
81,31.9717,48.989,5.59311,32.2257,48.4559,2.23814
82,33.4795,46.1644,6.17109,33.7344,45.8975,2.88571
