,LHipAngleZ,LKneeAngleZ,LAnkleAngleZ,RHipAngleZ,RKneeAngleZ,RAnkleAngleZ
0,37.9532,24.4816,11.0857,37.4533,25.3345,10.8274
1,37.4015,24.7244,10.9867,36.872,25.4339,10.9334
2,36.9876,25.3237,11.0543,36.4466,25.9751,11.2364
3,36.8096,26.2261,11.2929,36.3045,26.8958,11.6217
4,36.7209,27.174,11.5755,36.3437,27.9482,12.0432
5,36.4963,27.9496,11.8547,36.3264,28.8622,12.5176
6,36.0942,28.482,12.1617,36.081,29.5006,13.0311
7,35.4217,28.7569,12.5111,35.5899,29.8585,13.5555
8,34.6275,28.8158,12.9006,34.9403,29.9914,14.0803
9,33.7887,28.7074,13.3136,34.2153,29.9544,14.5924
10,32.9302,28.4754,13.7209,33.4504,29.7849,15.0633
11,32.0563,28.1556,14.0956,32.6585,29.5123,15.4711
12,31.1746,27.7699,14.428,31.8392,29.1469,15.8084
13,30.2941,27.3212,14.7195,30.9771,28.6666,16.076
14,29.4161,26.7969,14.9715,30.062,28.053,16.2843
15,28.5414,26.1958,15.1916,29.1122,27.3263,16.4511
16,27.6744,25.5346,15.3916,28.1669,26.5352,16.5947
17,26.8219,24.8344,15.5786,27.2566,25.7293,16.7274
18,25.9977,24.1187,15.7525,26.3859,24.9406,16.8536
19,25.2176,23.4138,15.9149,25.5444,24.1828,16.9757
20,24.4902,22.7453,16.0706,24.7239,23.4666,17.1006
21,23.8127,22.1275,16.2239,23.9254,22.8004,17.235
22,23.1731,21.555,16.3734,23.1538,22.1828,17.3799
23,22.5549,21.0069,16.5131,22.4089,21.5979,17.5265
24,21.9438,20.4567,16.6363,21.6822,21.0162,17.661
25,21.3308,19.8844,16.7375,20.9618,20.4104,17.7718
26,20.7159,19.2839,16.8136,20.2384,19.7686,17.8561
27,20.1047,18.6614,16.8678,19.5083,19.0888,17.9206
28,19.5051,18.0294,16.91,18.7756,18.3761,17.9725
29,18.9251,17.4033,16.952,18.049,17.6412,18.0165
30,18.3711,16.7965,17.0007,17.3353,16.8956,18.0536
31,17.8449,16.2177,17.0585,16.64,16.1501,18.0837
32,17.3449,15.6685,17.1276,15.9675,15.4149,18.1086
33,16.8685,15.1464,17.2078,15.3209,14.7017,18.1351
34,16.4131,14.6471,17.2957,14.7017,14.0179,18.1706
35,15.9749,14.1659,17.389,14.1065,13.3609,18.2177
36,15.5499,13.6985,17.4858,13.5244,12.7224,18.2718
37,15.1346,13.2413,17.583,12.9439,12.0942,18.3271
38,14.7238,12.791,17.6784,12.3605,11.4731,18.3791
39,14.309,12.3438,17.7694,11.7718,10.8567,18.4257
40,13.8788,11.8956,17.8564,11.1718,10.2473,18.4716
41,13.4217,11.4433,17.9422,10.5546,9.65101,18.5219
42,12.9292,10.9846,18.0279,9.91881,9.07767,18.5768
43,12.3964,10.5219,18.1151,9.26847,8.54559,18.6366
44,11.8219,10.0617,18.2082,8.61112,8.07572,18.7064
45,11.2089,9.61559,18.3143,7.9575,7.68835,18.7954
46,10.565,9.19758,18.4405,7.32094,7.40317,18.9104
47,9.89998,8.82351,18.5922,6.71093,7.23266,19.0568
48,9.22277,8.50701,18.7681,6.12921,7.18189,19.2388
49,8.54091,8.25808,18.9618,5.57602,7.24961,19.4418
50,7.86389,8.08519,19.1654,5.05654,7.4298,19.6358
51,7.20363,7.99325,19.3695,4.58319,7.71677,19.7904
52,6.57437,7.98311,19.5631,4.16611,8.10704,19.882
53,5.9905,8.05959,19.7235,3.79764,8.59723,19.8885
54,5.46259,8.24272,19.8193,3.45315,9.18184,19.7895
55,5.00027,8.5621,19.8225,3.1153,9.85969,19.5738
56,4.6161,9.04661,19.7163,2.8008,10.6435,19.2314
57,4.32663,9.72064,19.4965,2.55791,11.5618,18.7554
58,4.15776,10.609,19.1564,2.43558,12.6468,18.1513
59,4.14776,11.7473,18.6759,2.45983,13.9232,17.4382
60,4.33063,13.173,18.0351,2.63386,15.4059,16.6373
61,4.71679,14.9044,17.2189,2.95644,17.1011,15.7666
62,5.29795,16.9345,16.2165,3.42938,19.0074,14.8417
63,6.05825,19.2349,15.0297,4.05952,21.1213,13.8771
64,6.9799,21.7641,13.6869,4.85692,23.4381,12.8904
65,8.04462,24.478,12.2426,5.8236,25.945,11.9125
66,9.23258,27.3256,10.7743,6.93972,28.6002,10.9977
67,10.516,30.2354,9.39639,8.16365,31.3248,10.2223
68,11.8555,33.1121,8.27899,9.45628,34.0256,9.66357
69,13.2057,35.8401,7.63062,10.7898,36.6088,9.37362
70,14.5268,38.2908,7.5701,12.1398,38.9803,9.35976
71,15.8001,40.3678,7.98351,13.4843,41.0657,9.57474
72,17.0323,42.0543,8.60504,14.8125,42.8296,9.94354
73,18.2456,43.398,9.25319,16.1226,44.2672,10.3861
74,19.4586,44.4437,9.88541,17.4189,45.3951,10.8303
75,20.6737,45.1969,10.4777,18.7118,46.2394,11.2289
76,21.8823,45.6446,10.9841,20.0131,46.8295,11.5584
77,23.0769,45.7857,11.3817,21.3304,47.1897,11.8179
78,24.2568,45.6402,11.6788,22.6633,47.3349,12.0184
79,25.4254,45.2402,11.8948,24.0071,47.2763,12.1747
80,26.5853,44.6159,12.0496,25.3539,47.0268,12.3021
81,27.7345,43.7918,12.1573,26.691,46.5967,12.4139
82,28.867,42.7862,12.2229,28.0027,45.9903,12.5158
83,29.9764,41.6192,12.2531,29.2747,45.2085,12.6005
84,31.055,40.3164,12.2609,30.4964,44.2576,12.6589
85,32.0945,38.9076,12.2581,31.6615,43.1546,12.6909
86,33.0885,37.4226,12.2411,32.7674,41.9199,12.7005
87,34.0274,35.8872,12.1969,33.8108,40.5701,12.6836
88,34.9015,34.3255,12.1105,34.782,39.1187,12.6327
89,35.7047,32.7693,11.9688,35.6647,37.5818,12.5382
90,36.4354,31.2616,11.7745,36.4415,35.9835,12.3828
91,37.0953,29.8554,11.5636,37.099,34.3626,12.1447
92,37.6853,28.6036,11.3972,37.6333,32.7772,11.8248
93,38.1971,27.5446,11.3185,38.0473,31.2888,11.4759
94,38.6146,26.693,11.3273,38.3468,29.9453,11.2016
95,38.9209,26.0384,11.3884,38.5329,28.779,11.0883
96,39.0986,25.5523,11.4555,38.6001,27.7987,11.1071
97,39.1255,25.2005,11.4897,38.5324,26.9869,11.1455
98,38.9756,24.9499,11.4609,38.3041,26.3216,11.109
99,38.6313,24.7893,11.3583,37.8988,25.8156,11.0018
100,38.1161,24.7629,11.2114,37.3435,25.5413,10.9434
0,39.9805,23.1301,10.0619,42.1746,26.6269,11.1297
1,39.4611,23.3217,9.8485,41.656,26.694,10.9589
2,39.0377,24.0373,9.87073,41.1931,27.2057,10.9942
3,38.7954,25.1627,10.2359,40.9322,28.165,11.313
4,38.659,26.3826,10.7482,40.8654,29.3565,11.7961
5,38.4528,27.4235,11.217,40.823,30.4658,12.3057
6,38.0484,28.1859,11.6356,40.619,31.2804,12.7918
7,37.4293,28.6751,12.0554,40.1601,31.7422,13.2637
8,36.6559,28.917,12.4899,39.4644,31.8847,13.7285
9,35.8044,28.9455,12.9346,38.6123,31.7641,14.1714
10,34.921,28.7949,13.3768,37.6795,31.4294,14.5657
11,34.0145,28.4894,13.794,36.7091,30.9279,14.8951
12,33.0819,28.0517,14.1661,35.7289,30.3249,15.1685
13,32.1324,27.5161,14.4888,34.7608,29.6836,15.4089
14,31.1902,26.9298,14.7764,33.8076,29.0338,15.6366
15,30.2813,26.3377,15.0475,32.8531,28.3647,15.8554
16,29.4165,25.7599,15.3124,31.8845,27.6639,16.062
17,28.5894,25.1911,15.5711,30.9074,26.9428,16.2602
18,27.7861,24.6157,15.8197,29.937,26.2224,16.4561
19,26.9956,24.0212,16.0547,28.9838,25.5139,16.6518
20,26.2137,23.4032,16.2733,28.0499,24.8116,16.839
21,25.444,22.7671,16.4736,27.1362,24.1049,17.0052
22,24.6944,22.1235,16.6515,26.2472,23.39,17.1459
23,23.971,21.4823,16.8064,25.3886,22.6726,17.2683
24,23.2736,20.8515,16.9446,24.5608,21.9653,17.3856
25,22.5952,20.234,17.0684,23.7558,21.2728,17.5061
26,21.926,19.6265,17.1771,22.9598,20.5843,17.6282
27,21.2592,19.0215,17.2709,22.1595,19.8845,17.7458
28,20.5937,18.4125,17.3559,21.3451,19.1585,17.8489
29,19.9322,17.7967,17.4411,20.5127,18.395,17.9298
30,19.2782,17.175,17.5348,19.6675,17.5972,17.9905
31,18.6336,16.5521,17.6415,18.8217,16.7831,18.0395
32,18.0007,15.9366,17.7579,17.9902,15.975,18.0853
33,17.3835,15.3389,17.8798,17.1846,15.1865,18.1325
34,16.7869,14.767,18.0066,16.4094,14.4182,18.1808
35,16.2141,14.2229,18.1367,15.6624,13.6655,18.2307
36,15.6648,13.7022,18.2661,14.9378,12.9287,18.2829
37,15.1358,13.1984,18.3904,14.2295,12.2119,18.3374
38,14.6226,12.7076,18.5082,13.5335,11.5215,18.3956
39,14.1197,12.2294,18.6188,12.8481,10.8642,18.4559
40,13.6212,11.7644,18.7237,12.1708,10.243,18.5105
41,13.1196,11.3117,18.8254,11.4962,9.66104,18.5539
42,12.6043,10.8689,18.924,10.8204,9.13201,18.589
43,12.0631,10.4347,19.0177,10.1401,8.67394,18.6239
44,11.4865,10.0111,19.1077,9.45244,8.29971,18.6676
45,10.8706,9.60224,19.1957,8.76048,8.01978,18.7266
46,10.2166,9.21496,19.2805,8.07327,7.84335,18.801
47,9.52885,8.85768,19.3592,7.39998,7.77528,18.8858
48,8.81274,8.5399,19.432,6.74541,7.81423,18.9757
49,8.0726,8.26974,19.4985,6.11196,7.95642,19.0654
50,7.31442,8.05579,19.5541,5.50422,8.1997,19.1432
51,6.55329,7.91309,19.5884,4.93501,8.5475,19.1887
52,5.81799,7.86916,19.5824,4.42748,9.01419,19.1745
53,5.14841,7.96751,19.5153,4.0053,9.62704,19.0753
54,4.58538,8.26045,19.3701,3.67299,10.4166,18.875
55,4.16045,8.79423,19.1302,3.41597,11.4058,18.5594
56,3.89177,9.5992,18.7702,3.23289,12.6101,18.1112
57,3.78982,10.6907,18.2571,3.15674,14.0431,17.5202
58,3.87018,12.0799,17.5625,3.24292,15.7192,16.7902
59,4.15734,13.7806,16.6742,3.54104,17.6515,15.9309
60,4.67249,15.8027,15.5953,4.07098,19.8443,14.9521
61,5.41908,18.1412,14.3332,4.82085,22.2862,13.8673
62,6.3764,20.767,12.8921,5.76031,24.9477,12.6999
63,7.50302,23.625,11.2926,6.85384,27.7806,11.4968
64,8.74637,26.6393,9.62067,8.06353,30.7203,10.3424
65,10.0533,29.7201,8.07202,9.34761,33.6908,9.35817
66,11.3784,32.7635,6.92108,10.6654,36.6084,8.67345
67,12.6884,35.648,6.37636,11.9897,39.381,8.36521
68,13.9626,38.2512,6.40904,13.3114,41.9152,8.41654
69,15.1985,40.503,6.75906,14.6342,44.1439,8.71967
70,16.4144,42.4199,7.16708,15.9646,46.0499,9.13783
71,17.6385,44.0674,7.55285,17.3061,47.657,9.58138
72,18.8913,45.4931,7.95573,18.6596,48.9966,10.0131
73,20.1755,46.6988,8.39823,20.0225,50.0875,10.4147
74,21.4791,47.6593,8.8507,21.3895,50.9378,10.7757
75,22.7855,48.3526,9.27299,22.7544,51.5529,11.0927
76,24.08,48.7728,9.64107,24.1136,51.9379,11.3681
77,25.3516,48.9269,9.94833,25.4676,52.1001,11.6079
78,26.5946,48.8302,10.1987,26.8192,52.0495,11.8205
79,27.8075,48.5011,10.4019,28.1681,51.7961,12.0145
80,28.9913,47.954,10.5682,29.5082,51.347,12.193
81,30.1475,47.1992,10.7042,30.8285,50.7077,12.3519
82,31.277,46.249,10.8116,32.1176,49.8859,12.4845
83,32.38,45.1215,10.8877,33.3652,48.8909,12.5875
84,33.4556,43.841,10.9324,34.5638,47.7341,12.6532
85,34.4993,42.4329,10.9537,35.7099,46.4288,12.6731
86,35.5028,40.9188,10.9619,36.8019,44.989,12.6492
87,36.4544,39.3126,10.9548,37.8357,43.4292,12.594
88,37.3398,37.6233,10.9176,38.8033,41.7628,12.5186
89,38.1451,35.8647,10.8312,39.6939,40.0068,12.416
90,38.8606,34.0652,10.6786,40.496,38.1875,12.2629
91,39.4811,32.2725,10.4651,41.1987,36.3439,12.0405
92,40.0051,30.5495,10.2359,41.7931,34.5301,11.7602
93,40.4332,28.9618,10.0582,42.2767,32.8172,11.4784
94,40.7647,27.5608,9.98134,42.6542,31.2802,11.2787
95,40.9939,26.369,10.0141,42.9312,29.9726,11.2152
96,41.1077,25.3772,10.1251,43.1064,28.9137,11.2731
97,41.0877,24.5586,10.2518,43.1648,28.0887,11.3833
98,40.9154,23.8939,10.3151,43.079,27.4609,11.4525
99,40.5851,23.4066,10.2471,42.8217,27.0048,11.4046
100,40.1263,23.1937,10.0431,42.3952,26.7517,11.2321
0,40.7364,20.6637,8.90766,42.1666,25.5029,10.3783
1,40.2432,20.6762,8.72715,41.6822,25.3278,10.1831
2,39.7278,21.0335,8.40066,41.1551,25.526,9.95671
3,39.323,21.8172,8.14131,40.7177,26.1956,9.92835
4,39.1103,22.9885,8.17638,40.4796,27.3063,10.2197
5,39.0264,24.3405,8.51463,40.4174,28.6365,10.7218
6,38.9026,25.6034,9.00611,40.3804,29.8811,11.27
7,38.5901,26.579,9.52783,40.1989,30.8175,11.7843
8,38.0347,27.185,10.0309,39.7717,31.3694,12.261
9,37.2692,27.4326,10.5038,39.0894,31.5659,12.722
10,36.3693,27.3953,10.9562,38.2152,31.4815,13.1774
11,35.4126,27.1694,11.4006,37.2421,31.1965,13.6169
12,34.4511,26.83,11.8336,36.2486,30.78,14.0249
13,33.5029,26.4173,12.2405,35.2782,30.2849,14.3918
14,32.565,25.954,12.6123,34.3444,29.7524,14.7208
15,31.6348,25.4668,12.9555,33.4405,29.2139,15.0271
16,30.7209,24.9877,13.2864,32.5436,28.6794,15.3254
17,29.8361,24.5358,13.617,31.6251,28.1335,15.6168
18,28.9813,24.0995,13.9456,30.6688,27.5531,15.8923
19,28.1427,23.6454,14.2624,29.6763,26.9262,16.1437
20,27.3004,23.1416,14.5601,28.6619,26.2549,16.3687
21,26.4407,22.5737,14.8374,27.643,25.5438,16.5664
22,25.561,21.9452,15.0949,26.6341,24.7948,16.7339
23,24.6702,21.273,15.3327,25.6447,24.0099,16.8699
24,23.7837,20.5842,15.5508,24.6789,23.1954,16.9773
25,22.9174,19.9075,15.7506,23.7365,22.3641,17.0632
26,22.082,19.2653,15.9359,22.8159,21.5328,17.1396
27,21.2805,18.6672,16.1138,21.9137,20.7157,17.2191
28,20.5069,18.1076,16.2904,21.0237,19.9178,17.3084
29,19.75,17.5696,16.4682,20.1386,19.133,17.4056
30,18.9977,17.0331,16.6476,19.2524,18.3477,17.5017
31,18.2404,16.4821,16.8281,18.3623,17.5479,17.5858
32,17.4731,15.9079,17.0083,17.4689,16.727,17.6498
33,16.6964,15.3111,17.1855,16.5757,15.8881,17.692
34,15.9168,14.6997,17.3564,15.6886,15.0427,17.7196
35,15.1453,14.0863,17.517,14.8168,14.2077,17.7443
36,14.3933,13.4826,17.6645,13.9697,13.3976,17.7745
37,13.6689,12.8957,17.7982,13.1556,12.624,17.8131
38,12.9734,12.3273,17.9182,12.3782,11.8933,17.8598
39,12.3016,11.777,18.0249,11.6358,11.2083,17.9093
40,11.6455,11.2459,18.1187,10.9233,10.5722,17.9548
41,10.9958,10.7373,18.1973,10.2321,9.98991,17.9913
42,10.3417,10.2552,18.2552,9.54936,9.46665,18.0142
43,9.6708,9.80404,18.2895,8.86266,9.00873,18.0209
44,8.97271,9.3883,18.3011,8.16366,8.62292,18.0127
45,8.24259,9.01191,18.2935,7.45072,8.31587,17.9943
46,7.48372,8.68009,18.2724,6.72881,8.09497,17.9713
47,6.70501,8.40035,18.2447,6.00766,7.96984,17.9461
48,5.91701,8.18276,18.2153,5.30157,7.95455,17.9167
49,5.13048,8.04067,18.1824,4.62705,8.06528,17.8769
50,4.35758,7.99076,18.1368,3.9993,8.31665,17.8172
51,3.61577,8.05485,18.0642,3.43121,8.72123,17.7263
52,2.93179,8.26141,17.9456,2.93725,9.29195,17.589
53,2.3416,8.64721,17.7599,2.53756,10.0459,17.3862
54,1.88593,9.25807,17.4874,2.25468,11.0068,17.0995
55,1.6009,10.1406,17.1117,2.10163,12.201,16.719
56,1.50892,11.327,16.6108,2.07636,13.65,16.2349
57,1.6164,12.8293,15.9527,2.1769,15.365,15.622
58,1.92284,14.6468,15.104,2.42255,17.3492,14.8434
59,2.43437,16.7755,14.0379,2.85357,19.6016,13.87
60,3.16452,19.208,12.7386,3.50865,22.1153,12.6957
61,4.11973,21.9255,11.2086,4.40286,24.8695,11.3485
62,5.28417,24.8878,9.49101,5.51848,27.8236,9.89762
63,6.61556,28.0304,7.70462,6.80621,30.9194,8.45493
64,8.05308,31.267,6.06365,8.19659,34.0865,7.16404
65,9.53043,34.493,4.8333,9.62407,37.2509,6.16903
66,10.9899,37.5842,4.20296,11.0476,40.3361,5.56892
67,12.3935,40.4117,4.14919,12.4536,43.2582,5.38451
68,13.7285,42.8842,4.43732,13.8494,45.9351,5.55363
69,15.0091,44.9894,4.80299,15.2509,48.311,5.95081
70,16.2671,46.7808,5.12444,16.6679,50.3724,6.44367
71,17.5358,48.3208,5.42208,18.0982,52.1373,6.95339
72,18.8337,49.6367,5.74778,19.5321,53.6294,7.4554
73,20.1613,50.7196,6.1141,20.9579,54.8574,7.94039
74,21.5079,51.5487,6.50268,22.3671,55.8162,8.3972
75,22.8615,52.1133,6.8954,23.7556,56.5003,8.81789
76,24.2138,52.419,7.28534,25.122,56.912,9.20239
77,25.5581,52.4803,7.67003,26.466,57.0619,9.55647
78,26.8869,52.3114,8.04536,27.787,56.9638,9.88741
79,28.1919,51.9211,8.40651,29.0832,56.6318,10.2051
80,29.4654,51.3127,8.74804,30.3515,56.0784,10.5201
81,30.7008,50.4849,9.06039,31.5884,55.3144,10.8339
82,31.8916,49.4374,9.33205,32.7894,54.3498,11.1348
83,33.0322,48.1771,9.55594,33.9487,53.195,11.4019
84,34.1187,46.7196,9.73202,35.0599,51.8598,11.6141
85,35.1483,45.0834,9.86627,36.1185,50.3545,11.7581
86,36.1189,43.2854,9.96449,37.1224,48.6901,11.8332
87,37.027,41.3392,10.0233,38.0703,46.8789,11.8524
88,37.866,39.2568,10.0261,38.9589,44.9356,11.8309
89,38.6255,37.0532,9.94737,39.7805,42.8783,11.7723
90,39.2926,34.7531,9.76476,40.5236,40.7317,11.6629
91,39.8548,32.4007,9.47602,41.1747,38.5313,11.4824
92,40.3048,30.0673,9.11448,41.72,36.3277,11.2208
93,40.6472,27.8502,8.74982,42.1494,34.1849,10.8992
94,40.8984,25.8577,8.46514,42.4614,32.1757,10.5783
95,41.0756,24.1794,8.32362,42.664,30.3751,10.335
96,41.184,22.8583,8.34426,42.7699,28.845,10.22
97,41.2103,21.8825,8.49443,42.7839,27.6114,10.2307
98,41.1266,21.2029,8.69853,42.6947,26.6593,10.3106
99,40.9033,20.7656,8.85896,42.4807,25.955,10.3684
100,40.5297,20.5453,8.88139,42.1283,25.4875,10.3173
0,40.5424,15.099,8.0943,41.4415,18.342,7.85894
1,40.2414,15.5992,8.04183,41.1452,18.6474,7.63887
2,39.8927,16.394,7.64826,40.7939,19.2791,7.10808
3,39.6034,17.5303,6.93859,40.4932,20.2696,6.45089
4,39.4877,19.0508,6.20661,40.3682,21.6527,6.03954
5,39.5575,20.8841,5.81368,40.4615,23.3707,6.13186
6,39.677,22.8004,5.85295,40.674,25.2113,6.6679
7,39.6598,24.5188,6.1898,40.8211,26.8757,7.41669
8,39.3816,25.8293,6.679,40.7231,28.1139,8.17933
9,38.8155,26.6521,7.23469,40.2827,28.8285,8.86761
10,38.0127,27.0398,7.8188,39.5183,29.0785,9.48495
11,37.0712,27.1329,8.42581,38.5402,29.0104,10.0651
12,36.0966,27.0785,9.04555,37.4911,28.7845,10.6293
13,35.1566,26.9613,9.64771,36.4861,28.5239,11.1816
14,34.2606,26.7965,10.2021,35.5746,28.2897,11.7202
15,33.3828,26.5705,10.6991,34.7336,28.0819,12.2457
16,32.4995,26.2807,11.1518,33.8945,27.8598,12.7588
17,31.6069,25.942,11.5809,32.9858,27.5681,13.2508
18,30.7129,25.5673,11.9982,31.9704,27.167,13.7078
19,29.8195,25.1499,12.4014,30.8568,26.6512,14.1205
20,28.9161,24.6683,12.7808,29.6858,26.0427,14.4894
21,27.9886,24.1072,13.1279,28.5057,25.3702,14.82
22,27.0292,23.4685,13.4411,27.3508,24.6497,15.1147
23,26.0402,22.7675,13.7236,26.2328,23.8917,15.3774
24,25.0328,22.0255,13.9805,25.1452,23.0995,15.6086
25,24.0232,21.2667,14.2176,24.0739,22.2704,15.8035
26,23.0284,20.5148,14.4423,23.006,21.4141,15.9701
27,22.0609,19.7873,14.6606,21.9344,20.5414,16.1243
28,21.126,19.0917,14.8763,20.8579,19.6618,16.2802
29,20.222,18.4262,15.0915,19.7783,18.7829,16.4443
30,19.3415,17.7817,15.3074,18.6971,17.8992,16.609
31,18.4741,17.144,15.5235,17.6135,17.0042,16.7639
32,17.6096,16.4999,15.7396,16.5258,16.0903,16.8992
33,16.7406,15.8416,15.9563,15.4348,15.1531,17.0086
34,15.8655,15.1695,16.1713,14.3449,14.2042,17.0971
35,14.9887,14.4913,16.3786,13.2648,13.2621,17.1736
36,14.12,13.818,16.5728,12.2065,12.3425,17.2443
37,13.2709,13.1596,16.7508,11.1829,11.4634,17.3139
38,12.4502,12.5227,16.9118,10.2041,10.6436,17.3833
39,11.6605,11.9104,17.0571,9.27397,9.89795,17.4473
40,10.8964,11.3237,17.1867,8.38953,9.23517,17.4983
41,10.1459,10.7635,17.2977,7.54041,8.65699,17.5306
42,9.39178,10.231,17.3844,6.71061,8.16435,17.5452
43,8.61466,9.73097,17.4429,5.88498,7.76297,17.5481
44,7.80089,9.27144,17.4746,5.05491,7.46119,17.5426
45,6.94911,8.86186,17.4849,4.2212,7.26625,17.5246
46,6.06966,8.51235,17.4796,3.39406,7.18579,17.4862
47,5.17902,8.23425,17.4616,2.58816,7.22766,17.4179
48,4.29371,8.04068,17.4288,1.81594,7.39691,17.3091
49,3.42687,7.9465,17.3758,1.08423,7.69499,17.1494
50,2.58825,7.96759,17.2944,0.394986,8.12345,16.9306
51,1.78766,8.11932,17.1703,-0.247537,8.68845,16.6422
52,1.04243,8.42085,16.9812,-0.828338,9.40471,16.268
53,0.385911,8.90387,16.6998,-1.31923,10.2974,15.7889
54,-0.13285,9.61699,16.3012,-1.68412,11.4026,15.1937
55,-0.460937,10.6191,15.7699,-1.89489,12.7614,14.4856
56,-0.55592,11.9594,15.0919,-1.94266,14.403,13.6657
57,-0.397283,13.6606,14.2362,-1.82308,16.336,12.7075
58,0.0112492,15.719,13.151,-1.5137,18.5536,11.5639
59,0.655756,18.1179,11.7808,-0.977236,21.0452,10.2042
60,1.52859,20.8363,10.0961,-0.184169,23.7997,8.64002
61,2.62519,23.8413,8.12467,0.869308,26.7966,6.93748
62,3.92796,27.0778,5.98868,2.15454,29.9981,5.21598
63,5.39745,30.4694,3.93034,3.61207,33.3484,3.62981
64,6.97572,33.9257,2.27622,5.16506,36.7735,2.33032
65,8.59736,37.3402,1.30907,6.7457,40.1822,1.43205
66,10.2009,40.58,1.10075,8.31993,43.4735,1.00238
67,11.7389,43.5033,1.44744,9.88708,46.5485,1.05214
68,13.1911,46.019,2.01013,11.4638,49.3291,1.50191
69,14.5714,48.1253,2.54767,13.0644,51.7756,2.18758
70,15.9181,49.8797,3.01202,14.6885,53.8833,2.94645
71,17.2711,51.3371,3.46085,16.3204,55.6627,3.69559
72,18.6535,52.5139,3.9418,17.9377,57.1201,4.43091
73,20.065,53.3952,4.45824,19.5233,58.2542,5.17099
74,21.4892,53.9617,4.99398,21.0716,59.0639,5.91276
75,22.9093,54.2131,5.53803,22.5859,59.5559,6.63337
76,24.3169,54.1718,6.08803,24.0727,59.7448,7.31376
77,25.7093,53.87,6.64094,25.5379,59.65,7.95149
78,27.084,53.3331,7.18813,26.9857,59.2906,8.55446
79,28.4338,52.5717,7.71675,28.417,58.6816,9.12869
80,29.7471,51.5822,8.20961,29.8276,57.8311,9.67439
81,31.0114,50.355,8.64596,31.208,56.7406,10.1832
82,32.2161,48.8849,9.00499,32.5446,55.4089,10.6363
83,33.3535,47.1768,9.27162,33.8225,53.8375,11.0081
84,34.4182,45.246,9.44051,35.0268,52.0331,11.2733
85,35.4061,43.1116,9.51612,36.1455,50.0043,11.4162
86,36.3148,40.7913,9.50876,37.1714,47.7584,11.4352
87,37.1414,38.2999,9.42738,38.1025,45.2993,11.3362
88,37.8803,35.6516,9.27208,38.9382,42.6313,11.1229
89,38.5252,32.8656,9.03126,39.6744,39.7675,10.7907
90,39.0719,29.9797,8.6934,40.3039,36.7435,10.3255
91,39.5201,27.0639,8.27144,40.8186,33.6295,9.71689
92,39.8768,24.2257,7.81961,41.2107,30.5279,8.99262
93,40.1579,21.601,7.42276,41.4779,27.5623,8.24579
94,40.3846,19.3261,7.16006,41.6357,24.8675,7.617
95,40.5736,17.4998,7.07307,41.719,22.5696,7.22969
96,40.725,16.1585,7.15689,41.7639,20.757,7.12758
97,40.8215,15.2825,7.37092,41.785,19.4578,7.26047
98,40.8371,14.8215,7.65365,41.7675,18.643,7.51349
99,40.7482,14.7206,7.92923,41.6796,18.2539,7.74501
100,40.5439,14.934,8.10216,41.4925,18.2329,7.81114
0,42.4447,17.3758,8.73971,43.7326,20.8008,8.39628
1,42.079,17.4422,8.68719,43.4381,20.941,8.07375
2,41.6404,17.8568,8.27581,43.1323,21.5174,7.55274
3,41.2408,18.7237,7.58564,42.9177,22.5965,7.09988
4,41.0016,20.1083,6.91914,42.8797,24.154,7.02009
5,40.9683,21.9291,6.62367,43.01,26.0159,7.40235
6,41.055,23.9363,6.79978,43.1916,27.8975,8.09857
7,41.0926,25.8236,7.30437,43.2626,29.52,8.91189
8,40.9246,27.3486,7.95568,43.0905,30.7086,9.7161
9,40.4707,28.3874,8.64229,42.6116,31.4208,10.4596
10,39.7387,28.9412,9.31793,41.8413,31.7154,11.1357
11,38.8061,29.1153,9.97819,40.8651,31.7051,11.7555
12,37.7846,29.0655,10.6289,39.8046,31.5174,12.3316
13,36.7724,28.9236,11.2608,38.7689,31.2612,12.8741
14,35.8158,28.7505,11.8534,37.8121,30.9987,13.3886
15,34.9034,28.5409,12.3901,36.9224,30.7346,13.8742
16,33.9947,28.2624,12.8666,36.044,30.4348,14.3264
17,33.0556,27.8919,13.2888,35.111,30.0532,14.7402
18,32.0765,27.4276,13.6665,34.0764,29.5518,15.1083
19,31.0662,26.8767,14.006,32.9276,28.9116,15.421
20,30.0346,26.2379,14.3068,31.6859,28.1366,15.6726
21,28.9827,25.5023,14.5656,30.3929,27.2494,15.866
22,27.906,24.6678,14.7826,29.0915,26.2796,16.0103
23,26.801,23.7471,14.9634,27.8102,25.2523,16.1145
24,25.6702,22.7664,15.1159,26.559,24.1858,16.1859
25,24.5239,21.759,15.247,25.3339,23.0947,16.2308
26,23.38,20.7613,15.3629,24.1264,21.9937,16.2571
27,22.2575,19.8062,15.4705,22.9301,20.8991,16.2754
28,21.1691,18.9143,15.5772,21.7438,19.8261,16.2974
29,20.1169,18.0877,15.6884,20.5682,18.7839,16.3299
30,19.0942,17.3106,15.8039,19.4032,17.7703,16.3698
31,18.0899,16.5563,15.9192,18.2454,16.7722,16.405
32,17.0934,15.7994,16.0286,17.0897,15.7727,16.4211
33,16.0983,15.0256,16.1251,15.9334,14.7621,16.409
34,15.103,14.2342,16.2018,14.7799,13.7452,16.3704
35,14.1091,13.435,16.2537,13.6399,12.7421,16.3152
36,13.1204,12.6419,16.28,12.5285,11.7817,16.2561
